article_number,source_id,title,journal,year,doi,source_url,pdf_url,access_type,priority_tier,local_pdf_filename,file_size_bytes,content_sha256,canonical_source_id,duplicate_of,processing_status,title_identification_method,candidate_match_score,title_verified,needs_human_check,ready_for_parsing,parsed_text_present,notes
042,042_addma_2025_alsi10mg_fatigue_response_laser_powder_bed_fusion_influence_build_orientation,"Fatigue response of AlSi10Mg by laser powder bed fusion: influence of build orientation, heat, and surface treatments",Additive Manufacturing,2025,10.1007/s40964-024-00712-y,https://doi.org/10.1007/s40964-024-00712-y,,unknown,,042_addma_2025_alsi10mg_fatigue_response_laser_powder_bed_fusion_influence_build_orientation.pdf,4630934,d856811821321823dd0ec32bb8c2efae12a963b2b858ce37e1238d2bd5d2a7f7,007_progaddmanuf_2025_alsi10mg_fatigue_orientation_heat_surface,007_progaddmanuf_2025_alsi10mg_fatigue_orientation_heat_surface,duplicate,pdf_title_only,0.5952,False,True,False,False,Manifest records metadata only; the PDF itself is not included. Metadata conflict with canonical source: journal
043,043_addma_2025_alsi10mg_fatigue_life_laser_powder_bed_fusion_pbf_alloy_surface,Fatigue life of laser powder bed fusion (L-PBF) AlSi10Mg alloy: effects of surface roughness and porosity,Additive Manufacturing,2025,10.1007/s40964-024-00759-x,https://doi.org/10.1007/s40964-024-00759-x,,unknown,,043_addma_2025_alsi10mg_fatigue_life_laser_powder_bed_fusion_pbf_alloy_surface.pdf,5712146,c78319b1b1479fa61c19dd7d82554d687ebe4e88d142b5616c8fa3202520a4d8,043_addma_2025_alsi10mg_fatigue_life_laser_powder_bed_fusion_pbf_alloy_surface,,canonical,pdf_title_only,0.6132,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
044,an_equivalent_stress_approach_for_predicting_fatigue_behavior_2025,An equivalent stress approach for predicting fatigue behavior of additively manufactured AlSi10Mg,Progress in Additive Manufacturing,2025,10.1007/s40964-025-00974-0,https://link.springer.com/article/10.1007/s40964-025-00974-0,https://link.springer.com/content/pdf/10.1007/s40964-025-00974-0.pdf,open_access,Tier 2,044_progaddmanuf_2025_alsi10mg_equivalent_stress_approach_predicting_fatigue.pdf,3313069,321a0495815321ca6b04125a4359558bb4778814822d32411b687e4324af0d5a,an_equivalent_stress_approach_for_predicting_fatigue_behavior_2025,,canonical,doi_exact,1.0,True,False,True,True,Manifest records metadata only; the PDF itself is not included.
045,045_addma_2025_alsi10mg_impact_different_pore_types_tensile_fatigue_produced_laser_powder,Impact of different pore types on the tensile and fatigue properties of AlSi10Mg parts produced by laser powder bed fusion,Additive Manufacturing,2025,10.1007/s40964-025-01288-x,https://doi.org/10.1007/s40964-025-01288-x,,unknown,,045_addma_2025_alsi10mg_impact_different_pore_types_tensile_fatigue_produced_laser_powder.pdf,2066702,a72ae23e2a4929b0daef2546ba76c62fddb7438119b4a965ba2d52e3c8c6cfc5,006_progaddmanuf_2025_alsi10mg_pore_types_tensile_fatigue,006_progaddmanuf_2025_alsi10mg_pore_types_tensile_fatigue,duplicate,pdf_title_only,0.633,False,True,False,False,Manifest records metadata only; the PDF itself is not included. Metadata conflict with canonical source: journal
046,additive_manufacturing_of_cylindrical_specimens_with_a_central_2025,Additive manufacturing of cylindrical specimens with a central crack for fatigue crack growth analysis,Progress in Additive Manufacturing,2025,10.1007/s40964-025-01303-1,https://link.springer.com/article/10.1007/s40964-025-01303-1,https://link.springer.com/content/pdf/10.1007/s40964-025-01303-1.pdf,open_access,Tier 2,046_progaddmanuf_2025_cylindrical_specimens_central_crack_fatigue_growth.pdf,3819889,d6c882cde37ae9d1557dd46f0b409b6b085c353e1a741ee5c109e920323484be,additive_manufacturing_of_cylindrical_specimens_with_a_central_2025,,canonical,doi_exact,1.0,True,False,True,True,Manifest records metadata only; the PDF itself is not included.
047,transferability_of_mechanical_technical_parameters_to_the_fatigue_2026,Transferability of mechanical-technical parameters to the fatigue strength and mean stress sensitivity of additively manufactured 1.4828 austenitic stainless-steel components,Progress in Additive Manufacturing,2026,10.1007/s40964-025-01508-4,https://link.springer.com/article/10.1007/s40964-025-01508-4,https://link.springer.com/content/pdf/10.1007/s40964-025-01508-4.pdf,open_access,Tier 2,047_progaddmanuf_2026_4828_transferability_mechanical_technical_parameters_fatigue_strength_mean_stress_sensitivity.pdf,1560028,f25e1f7e1e5a7e072445bcc50843d51903d7c737476c9fdec848e56cf629f52b,transferability_of_mechanical_technical_parameters_to_the_fatigue_2026,,canonical,doi_exact,1.0,True,False,True,True,Manifest records metadata only; the PDF itself is not included.
048,048_addma_2026_influence_build_orientation_heat_treatment_machining_mechanical_pbf_lb_ti6al4v,"Influence of build orientation, heat treatment, and machining on the mechanical properties of PBF-LB/M Ti6Al4V",Additive Manufacturing,2026,10.1007/s40964-026-01545-7,https://doi.org/10.1007/s40964-026-01545-7,,unknown,,048_addma_2026_influence_build_orientation_heat_treatment_machining_mechanical_pbf_lb_ti6al4v.pdf,2036155,c43d3cecf5c1ec73ab24f4c3fd773d999f2684760eb6286d8086018971095950,048_addma_2026_influence_build_orientation_heat_treatment_machining_mechanical_pbf_lb_ti6al4v,,canonical,pdf_title_only,0.5932,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
049,determination_of_the_elastoplastic_properties_of_ti_6al_2023,Determination of the elastoplastic properties of Ti-6Al-4V alloy manufactured by electron beam melting,Rapid Prototyping Journal,2023,10.1108/rpj-07-2022-0301,https://www.emerald.com/rpj/article/29/10/2149-2163/456780,https://www.emerald.com/rpj/article-pdf/29/10/2149/456780.pdf,open_access,Tier 1,049_rpj_2023_ti_6al_4v_determination_elastoplastic_alloy_electron_beam_melting.pdf,7908737,b9e471cbcbd8b7d180ac9b7554596f63e272107b8b7ec36b44981570290ae45c,determination_of_the_elastoplastic_properties_of_ti_6al_2023,,canonical,candidate_title_similarity,0.9577,True,False,True,False,Manifest records metadata only; the PDF itself is not included.
050,effect_of_building_orientations_and_heat_treatments_on_2022,"Effect of building orientations and heat treatments on AlSi10Mg alloy fabricated by selective laser melting: microstructure evolution, mechanical properties, fracture mechanism and corrosion behavior",Rapid Prototyping Journal,2022,10.1108/rpj-06-2023-0204,https://www.emerald.com/rpj/article-abstract/28/8/1609/455511/Effect-of-building-orientations-and-heat?redirectedFrom=fulltext,https://www.emerald.com/rpj/article-abstract/28/8/1609/455511/Effect-of-building-orientations-and-heat?redirectedFrom=fulltext,open_access,Tier 1,050_rpj_2022_alsi10mg_building_orientations_heat_treatments_alloy_fabricated_selective_laser_melting.pdf,7953929,07f6e01ad268d7e7567f73931538c8245a77d1cd655b147491bf72e7c297f765,effect_of_building_orientations_and_heat_treatments_on_2022,,canonical,candidate_title_similarity,0.9776,True,False,True,False,Manifest records metadata only; the PDF itself is not included.
051,role_of_process_parameters_during_additive_manufacturing_by_2017,Role of process parameters during additive manufacturing by direct metal deposition of Inconel 718,Rapid Prototyping Journal,2017,10.1108/rpj-05-2016-0101,https://www.emerald.com/rpj/article-abstract/23/5/919/371122/Role-of-process-parameters-during-additive?redirectedFrom=fulltext,https://www.emerald.com/rpj/article-abstract/23/5/919/371122/Role-of-process-parameters-during-additive?redirectedFrom=fulltext,open_access,Tier 1,051_rpj_2017_inconel_718_role_process_parameters_during_direct_metal_deposition.pdf,5991081,01c606f865a9f7300385f9cced82fbb50f74e00eba8b5114be1166adbda2bd54,role_of_process_parameters_during_additive_manufacturing_by_2017,,canonical,candidate_title_similarity,0.9561,True,False,True,False,Manifest records metadata only; the PDF itself is not included.
052,using_extrusion_based_3d_printing_technology_to_investigate_2024,Using extrusion-based 3D printing technology to investigate the impact of changing print conditions on tensile characteristics,Rapid Prototyping Journal,2024,10.1108/rpj-06-2023-0204,https://www.emerald.com/insight/content/doi/10.1108/RPJ-06-2023-0204/full/html,https://www.emerald.com/insight/content/doi/10.1108/RPJ-06-2023-0204/full/html,open_access,Tier 1,052_rpj_2024_extrusion_based_3d_printing_technology_investigate_impact_changing_print_conditions.pdf,6684460,41357dc2a482c62e60e22cf93b99622d4f79c6e6c9ff95a42908500ba412d465,using_extrusion_based_3d_printing_technology_to_investigate_2024,,metadata_conflict,candidate_title_similarity,0.9655,True,False,False,False,Manifest records metadata only; the PDF itself is not included. DOI matched another record but title/content did not; excluded pending human review.
053,053_metals_2018_alsi10mg_microstructural_anisotropy_cyclic_deformation_selective_laser_melted_structures,Microstructural Characterization of the Anisotropy and Cyclic Deformation Behavior of Selective Laser Melted AlSi10Mg Structures,Metals,2018,10.3390/met8100825,https://doi.org/10.3390/met8100825,,unknown,,053_metals_2018_alsi10mg_microstructural_anisotropy_cyclic_deformation_selective_laser_melted_structures.pdf,4887260,a53a54705d90e87abcfc66f77f239d785e3660a0d536cdcf30459f0c26db9846,053_metals_2018_alsi10mg_microstructural_anisotropy_cyclic_deformation_selective_laser_melted_structures,,canonical,pdf_title_only,0.5815,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
054,054_metals_2021_alsi7mg_platform_temperature_post_processing_heat_treatment_fatigue_life_alloy,Effect of Platform Temperature and Post-Processing Heat Treatment on the Fatigue Life of Additively Manufactured AlSi7Mg Alloy,Metals,2021,10.3390/met11050679,https://doi.org/10.3390/met11050679,,unknown,,054_metals_2021_alsi7mg_platform_temperature_post_processing_heat_treatment_fatigue_life_alloy.pdf,9583708,368d132b5a90e959afcf20e9f049ffe23d3aa7fe76e197d64f654abfc9cc77a3,054_metals_2021_alsi7mg_platform_temperature_post_processing_heat_treatment_fatigue_life_alloy,,canonical,pdf_title_only,0.6481,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
055,055_metals_2021_build_orientation_microstructure_mechanical_corrosion_biodegradable_high_manganese_processed_laser,"Effect of Build Orientation on the Microstructure, Mechanical and Corrosion Properties of a Biodegradable High Manganese Steel Processed by Laser Powder Bed Fusion",Metals,2021,10.3390/met11060944,https://doi.org/10.3390/met11060944,,unknown,,055_metals_2021_build_orientation_microstructure_mechanical_corrosion_biodegradable_high_manganese_processed_laser.pdf,3134053,170fdd71eeee43be526f33d2d5c0d0d21ec8844c6e42ddcb2abe16355512a032,055_metals_2021_build_orientation_microstructure_mechanical_corrosion_biodegradable_high_manganese_processed_laser,,canonical,pdf_title_only,0.6592,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
056,056_metals_2021_alsi10mg_comparative_fatigue_energy_dissipation_cast_alloy,A Comparative Study of Fatigue Energy Dissipation of Additive Manufactured and Cast AlSi10Mg Alloy,Metals,2021,10.3390/met11081274,https://doi.org/10.3390/met11081274,,unknown,,056_metals_2021_alsi10mg_comparative_fatigue_energy_dissipation_cast_alloy.pdf,2699491,1f79abea07b86813b04b68e9fd0cfe83cb52109aed855a1787a28a317127e656,056_metals_2021_alsi10mg_comparative_fatigue_energy_dissipation_cast_alloy,,canonical,pdf_title_only,0.6359,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
057,057_metals_2021_alsi10mg_built_ground_surfaces_fatigue_alloy_produced,Effect of As-Built and Ground Surfaces on the Fatigue Properties of AlSi10Mg Alloy Produced by Additive Manufacturing,Metals,2021,10.3390/met11091432,https://doi.org/10.3390/met11091432,,unknown,,057_metals_2021_alsi10mg_built_ground_surfaces_fatigue_alloy_produced.pdf,11398828,b120b0b06e9421a7c3ef663c8f6d27f7ff40a3a1af75d12e33cf89da0985fbe0,057_metals_2021_alsi10mg_built_ground_surfaces_fatigue_alloy_produced,,canonical,pdf_title_only,0.646,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
058,058_metals_2022_build_orientations_microstructure_evolution_porosity_formation_mechanical_performance_selective_laser,"Effects of Build Orientations on Microstructure Evolution, Porosity Formation, and Mechanical Performance of Selective Laser Melted 17-4 PH Stainless Steel",Metals,2022,10.3390/met12111968,https://doi.org/10.3390/met12111968,,unknown,,058_metals_2022_build_orientations_microstructure_evolution_porosity_formation_mechanical_performance_selective_laser.pdf,14127127,68060bd0c82f5aed1664a07cfa63392f589a0f8d03f57f4b9e06b2c6a32d10f8,058_metals_2022_build_orientations_microstructure_evolution_porosity_formation_mechanical_performance_selective_laser,,canonical,pdf_title_only,0.6418,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
059,059_metals_2023_incorporating_roles_feature_size_build_orientation_process_structure_relationship,Incorporating the Roles of Feature Size and Build Orientation in the Process-Structure-Property Relationship for Additively Manufactured Parts,Metals,2023,10.3390/met13010151,https://doi.org/10.3390/met13010151,,unknown,,059_metals_2023_incorporating_roles_feature_size_build_orientation_process_structure_relationship.pdf,6028997,e0767446726da7c0468120e21a84008ff598eb5833df0f5914c501d93bd6b9ed,059_metals_2023_incorporating_roles_feature_size_build_orientation_process_structure_relationship,,canonical,pdf_title_only,0.6,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
060,060_metals_2023_ti_6al_4v_tensile_metallurgical_laser_powder_bed_fusion_produced,Characterisation of the Tensile and Metallurgical Properties of Laser Powder Bed Fusion-Produced Ti-6Al-4V ELI in the Duplex Annealed and Dry Electropolished Conditions,Metals,2023,10.3390/met13081390,https://doi.org/10.3390/met13081390,,unknown,,060_metals_2023_ti_6al_4v_tensile_metallurgical_laser_powder_bed_fusion_produced.pdf,10417908,391bdf9c654bac77e1778631bb339190f834b2472baf6bd7de1a9f1491d45ee6,060_metals_2023_ti_6al_4v_tensile_metallurgical_laser_powder_bed_fusion_produced,,canonical,pdf_title_only,0.5537,False,True,True,True,Manifest records metadata only; the PDF itself is not included.
